customer_age,age_group,gender,income_category,income_inr,income_group,credit_limit,total_trans_amt,total_trans_count,avg_trans_value,spending_level
46,46 - 55,M,$120K +,Rs1Cr +,High Income,4916,4813,87,55.32183908,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2291,4498,81,55.5308642,High
42,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1528,5212,88,59.22727273,High
52,46 - 55,F,Unknown,Unknown,Unknown,8279,4419,63,70.14285714,High
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5945,3645,70,52.07142857,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4625,93,49.7311828,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1857,2464,57,43.22807018,High
42,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3086,4129,81,50.97530864,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2598,4692,86,54.55813953,High
38,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,5559,5344,82,65.17073171,High
51,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7562,5010,85,58.94117647,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,4662,4931,81,60.87654321,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2904,4503,89,50.59550562,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2676,5020,75,66.93333333,High
46,46 - 55,F,Unknown,Unknown,Unknown,5798,5027,82,61.30487805,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2665,4249,76,55.90789474,High
55,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2343,5167,78,66.24358974,High
29,26 - 35,F,Less than $40K,<Rs33L,Low Income,2763,4660,80,58.25,High
62,55+,F,Unknown,Unknown,Unknown,10503,4755,88,54.03409091,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2780,4980,78,63.84615385,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2234,2313,37,62.51351351,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,1649,2549,54,47.2037037,High
42,36 - 45,F,Unknown,Unknown,Unknown,5557,2299,39,58.94871795,High
48,46 - 55,F,Unknown,Unknown,Unknown,6074,4504,90,50.04444444,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,1728,2191,38,57.65789474,High
46,46 - 55,F,Unknown,Unknown,Unknown,3044,4747,73,65.02739726,High
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,8482,4245,74,57.36486486,High
35,26 - 35,F,Unknown,Unknown,Unknown,1438.3,2549,56,45.51785714,High
52,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3770,2387,51,46.80392157,High
56,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2963,2919,47,62.10638298,High
48,46 - 55,F,Unknown,Unknown,Unknown,11750,2532,48,52.75,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,1593,4853,78,62.21794872,High
38,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,10486,4042,77,52.49350649,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2168,2499,38,65.76315789,High
38,36 - 45,F,Unknown,Unknown,Unknown,5666,5015,90,55.72222222,High
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,13679,4060,61,66.55737705,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,2143,4404,77,57.19480519,High
57,55+,F,Less than $40K,<Rs33L,Low Income,4945,4037,72,56.06944444,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1921,4512,90,50.13333333,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,3001,4662,70,66.6,High
38,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2132,4874,78,62.48717949,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,1663,2729,38,71.81578947,High
32,26 - 35,F,Less than $40K,<Rs33L,Low Income,1732,2479,43,57.65116279,High
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2652,5329,83,64.20481928,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5037,4379,67,65.35820896,High
51,46 - 55,F,Unknown,Unknown,Unknown,6519,4505,71,63.45070423,High
60,55+,F,Less than $40K,<Rs33L,Low Income,2347,3977,83,47.91566265,High
31,26 - 35,F,Less than $40K,<Rs33L,Low Income,2061,4480,86,52.09302326,High
44,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,1643,1754,39,44.97435897,Medium
49,46 - 55,F,Unknown,Unknown,Unknown,5039,4770,74,64.45945946,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2915,4272,70,61.02857143,High
33,26 - 35,F,Less than $40K,<Rs33L,Low Income,1507,4698,87,54,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,3073,4858,77,63.09090909,High
43,36 - 45,F,Unknown,Unknown,Unknown,8314,5028,80,62.85,High
42,36 - 45,F,Unknown,Unknown,Unknown,2798,5758,87,66.18390805,High
40,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,20929,4001,76,52.64473684,High
46,46 - 55,M,$120K +,Rs1Cr +,High Income,1754,4874,79,61.69620253,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,4209,5938,83,71.54216867,High
45,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,2449,5497,88,62.46590909,High
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4618,2476,49,50.53061224,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,1654,4596,82,56.04878049,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,1544,4215,53,79.52830189,High
60,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3618,4228,63,67.11111111,High
37,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3437,5110,76,67.23684211,High
50,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5965,4637,91,50.95604396,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2644,4815,83,58.01204819,High
59,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,3481,4556,81,56.24691358,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,3272,4444,83,53.54216867,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,3019,4509,71,63.50704225,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,1801,5047,79,63.88607595,High
27,26 - 35,F,Less than $40K,<Rs33L,Low Income,1438.3,2641,40,66.025,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,2909,4230,68,62.20588235,High
45,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,4688,5248,89,58.96629213,High
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,3948,84,47,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4624,73,63.34246575,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,1655,2156,37,58.27027027,High
47,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4669,83,56.25301205,High
41,36 - 45,F,Unknown,Unknown,Unknown,4745,4705,78,60.32051282,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4866,65,74.86153846,High
53,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,5182,5012,85,58.96470588,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,1757,44,39.93181818,Medium
43,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,4287,4874,82,59.43902439,High
54,46 - 55,F,Unknown,Unknown,Unknown,1812,2921,44,66.38636364,High
53,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2304,4505,85,53,High
51,46 - 55,F,Unknown,Unknown,Unknown,13623,4534,83,54.62650602,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,2765,4010,59,67.96610169,High
54,46 - 55,M,$120K +,Rs1Cr +,High Income,3731,4667,88,53.03409091,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2485,4728,81,58.37037037,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,2446,4310,75,57.46666667,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,2020,2621,45,58.24444444,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2214,5084,82,62,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,1811,4882,80,61.025,High
56,55+,F,Less than $40K,<Rs33L,Low Income,5254,4546,89,51.07865169,High
36,36 - 45,F,Less than $40K,<Rs33L,Low Income,1821,2824,43,65.6744186,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,3024,4983,78,63.88461538,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,1930,3862,80,48.275,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1517,4981,82,60.74390244,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,2024,2870,36,79.72222222,High
53,46 - 55,M,$120K +,Rs1Cr +,High Income,19138,2028,43,47.1627907,High
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,16835,4059,80,50.7375,High
60,55+,F,Unknown,Unknown,Unknown,5549,2412,38,63.47368421,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2145,2465,42,58.69047619,High
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4654,4277,71,60.23943662,High
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,9114,2740,52,52.69230769,High
33,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,3043,4833,85,56.85882353,High
53,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,4621,4952,82,60.3902439,High
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2758,4244,96,44.20833333,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,1740,4751,93,51.08602151,High
34,26 - 35,F,Unknown,Unknown,Unknown,7744,4572,60,76.2,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,3350,4906,89,55.12359551,High
40,36 - 45,M,$120K +,Rs1Cr +,High Income,34516,3699,64,57.796875,High
47,46 - 55,F,Unknown,Unknown,Unknown,2874,4779,86,55.56976744,High
40,36 - 45,F,Unknown,Unknown,Unknown,2896,4614,83,55.59036145,High
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,9294,4531,73,62.06849315,High
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,9389,3415,84,40.6547619,High
44,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,9317,4121,81,50.87654321,High
34,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,7452,3339,51,65.47058824,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,1817,2216,44,50.36363636,High
58,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10021,4431,68,65.16176471,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2344,3889,80,48.6125,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3072,4540,78,58.20512821,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,1946,4643,87,53.36781609,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,1471,2253,48,46.9375,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,2418,48,50.375,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,1484,1664,39,42.66666667,Medium
37,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,3233,1339,32,41.84375,Medium
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,1745,4562,67,68.08955224,High
59,55+,F,Unknown,Unknown,Unknown,3709,5557,82,67.76829268,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2160,4518,93,48.58064516,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,1438.3,4426,88,50.29545455,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2638,4153,77,53.93506494,High
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10214,4493,79,56.87341772,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,3240,4803,83,57.86746988,High
58,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2038,4784,70,68.34285714,High
49,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,5104,75,68.05333333,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,1985,38,52.23684211,Medium
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,8111,3719,69,53.89855072,High
60,55+,F,Unknown,Unknown,Unknown,10730,4939,71,69.56338028,High
46,46 - 55,F,Unknown,Unknown,Unknown,2872,2629,41,64.12195122,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,1567,2138,41,52.14634146,High
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7278,2120,43,49.30232558,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,5025,85,59.11764706,High
34,26 - 35,F,Unknown,Unknown,Unknown,3190,4220,66,63.93939394,High
36,36 - 45,F,Less than $40K,<Rs33L,Low Income,1470,2383,39,61.1025641,High
45,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3081,4317,72,59.95833333,High
43,36 - 45,F,Unknown,Unknown,Unknown,3793,2577,57,45.21052632,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,3034,4349,90,48.32222222,High
37,36 - 45,F,Unknown,Unknown,Unknown,5245,4938,70,70.54285714,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2960,4918,63,78.06349206,High
54,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1779,2660,41,64.87804878,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,1620,4570,82,55.73170732,High
49,46 - 55,M,$120K +,Rs1Cr +,High Income,21680,4410,86,51.27906977,High
47,46 - 55,F,Unknown,Unknown,Unknown,2952,2907,60,48.45,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,3918,2115,42,50.35714286,High
52,46 - 55,M,$120K +,Rs1Cr +,High Income,12764,3332,64,52.0625,High
29,26 - 35,F,Less than $40K,<Rs33L,Low Income,1438.3,4769,84,56.77380952,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,3287,4148,83,49.97590361,High
44,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,3891,5131,86,59.6627907,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,4048,2227,41,54.31707317,High
51,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3559,4498,94,47.85106383,High
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2843,3738,77,48.54545455,High
58,55+,F,Less than $40K,<Rs33L,Low Income,2127,4401,65,67.70769231,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,4325,4588,77,59.58441558,High
42,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1695,2055,46,44.67391304,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2648,4926,89,55.34831461,High
61,55+,F,Less than $40K,<Rs33L,Low Income,2602,4838,85,56.91764706,High
39,36 - 45,F,Unknown,Unknown,Unknown,1811,4934,70,70.48571429,High
56,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1891,5255,77,68.24675325,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2881,2450,49,50,High
42,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2827,3891,81,48.03703704,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,4095,4175,77,54.22077922,High
34,26 - 35,F,Less than $40K,<Rs33L,Low Income,1666,2312,35,66.05714286,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4511,76,59.35526316,High
54,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2205,4904,82,59.80487805,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,2890,4377,84,52.10714286,High
50,46 - 55,F,Unknown,Unknown,Unknown,10417,4871,75,64.94666667,High
57,55+,F,Unknown,Unknown,Unknown,2363,4984,85,58.63529412,High
48,46 - 55,F,Unknown,Unknown,Unknown,3137,1618,34,47.58823529,Medium
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,1483,2520,40,63,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,3009,5329,82,64.98780488,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,5087,4682,77,60.80519481,High
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1925,4343,66,65.8030303,High
56,55+,M,$120K +,Rs1Cr +,High Income,7234,5051,83,60.85542169,High
57,55+,F,Less than $40K,<Rs33L,Low Income,2063,4304,81,53.13580247,High
58,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,5530,5270,78,67.56410256,High
58,55+,F,Less than $40K,<Rs33L,Low Income,3819,4533,68,66.66176471,High
59,55+,F,Less than $40K,<Rs33L,Low Income,2645,4251,76,55.93421053,High
51,46 - 55,F,Unknown,Unknown,Unknown,5448,4443,75,59.24,High
56,55+,F,Less than $40K,<Rs33L,Low Income,3495,4466,85,52.54117647,High
50,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,8074,4347,66,65.86363636,High
44,36 - 45,F,Unknown,Unknown,Unknown,7772,2618,52,50.34615385,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,3124,4986,79,63.11392405,High
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,8688,2361,41,57.58536585,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,15987,4146,69,60.08695652,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,15109,2315,43,53.8372093,High
42,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4953,4026,53,75.96226415,High
50,46 - 55,M,$120K +,Rs1Cr +,High Income,22304,5002,60,83.36666667,High
27,26 - 35,F,Less than $40K,<Rs33L,Low Income,1893,5176,91,56.87912088,High
38,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,2232,4185,80,52.3125,High
52,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1766,4643,76,61.09210526,High
59,55+,M,Less than $40K,<Rs33L,Low Income,3790,4455,85,52.41176471,High
33,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,6392,4069,66,61.65151515,High
51,46 - 55,F,Unknown,Unknown,Unknown,9989,2053,49,41.89795918,High
56,55+,F,Unknown,Unknown,Unknown,1438.3,2264,37,61.18918919,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2559,4117,69,59.66666667,High
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,4826,70,68.94285714,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4897,96,51.01041667,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,2473,4203,73,57.57534247,High
34,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,4022,3776,84,44.95238095,High
59,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,3510,4833,77,62.76623377,High
57,55+,F,Less than $40K,<Rs33L,Low Income,2347,2447,47,52.06382979,High
56,55+,F,Less than $40K,<Rs33L,Low Income,1632,2509,47,53.38297872,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,1522,2241,36,62.25,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,2085,3805,79,48.16455696,High
60,55+,F,Unknown,Unknown,Unknown,3803,4575,78,58.65384615,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,3165,2751,49,56.14285714,High
60,55+,F,Less than $40K,<Rs33L,Low Income,4628,4226,92,45.93478261,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2253,4758,81,58.74074074,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2655,2386,49,48.69387755,High
54,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,20882,4765,76,62.69736842,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3306,4772,76,62.78947368,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,2052,4289,72,59.56944444,High
42,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,8480,4070,76,53.55263158,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2081,4428,80,55.35,High
53,46 - 55,F,Unknown,Unknown,Unknown,4637,4583,86,53.29069767,High
53,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1438.3,4722,81,58.2962963,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,3420,4267,75,56.89333333,High
26,26 - 35,F,Less than $40K,<Rs33L,Low Income,3416,4614,70,65.91428571,High
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2171,4531,88,51.48863636,High
57,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2791,5440,83,65.54216867,High
32,26 - 35,F,Less than $40K,<Rs33L,Low Income,4445,5373,87,61.75862069,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,1530,5138,84,61.16666667,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,5014,84,59.69047619,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,5721,4188,79,53.01265823,High
38,36 - 45,F,Unknown,Unknown,Unknown,3809,4314,81,53.25925926,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,3520,3630,78,46.53846154,High
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1604,2264,47,48.17021277,High
54,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1632,2532,43,58.88372093,High
46,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,3914,4242,64,66.28125,High
36,36 - 45,F,Less than $40K,<Rs33L,Low Income,2328,4373,89,49.13483146,High
41,36 - 45,M,$120K +,Rs1Cr +,High Income,34516,2051,41,50.02439024,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,3883,4667,90,51.85555556,High
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,2488,44,56.54545455,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,3229,4526,95,47.64210526,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,3080,5097,77,66.19480519,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,2569,4126,56,73.67857143,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,4517,4686,81,57.85185185,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2292,2595,31,83.70967742,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2510,4943,70,70.61428571,High
40,36 - 45,M,Less than $40K,<Rs33L,Low Income,2420,2478,43,57.62790698,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,2703,2752,43,64,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,3047,4961,85,58.36470588,High
54,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7570,2599,61,42.60655738,High
34,26 - 35,F,Less than $40K,<Rs33L,Low Income,5795,5674,78,72.74358974,High
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1441,4894,84,58.26190476,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,2999,5119,83,61.6746988,High
38,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1438.3,5066,76,66.65789474,High
44,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4445,78,56.98717949,High
51,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,4762,2811,52,54.05769231,High
40,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,4802,4821,66,73.04545455,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,2268,5016,88,57,High
51,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4425,81,54.62962963,High
56,55+,F,Unknown,Unknown,Unknown,8204,4727,76,62.19736842,High
39,36 - 45,F,Unknown,Unknown,Unknown,1827,4207,86,48.91860465,High
47,46 - 55,F,Unknown,Unknown,Unknown,4072,4317,83,52.01204819,High
31,26 - 35,F,Less than $40K,<Rs33L,Low Income,1984,4794,73,65.67123288,High
48,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,8086,4775,78,61.21794872,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,1588,4660,68,68.52941176,High
47,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,1536,4643,89,52.16853933,High
35,26 - 35,F,Unknown,Unknown,Unknown,4460,5473,79,69.27848101,High
46,46 - 55,F,Unknown,Unknown,Unknown,11287,5157,72,71.625,High
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3430,2639,46,57.36956522,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,1759,4351,81,53.71604938,High
41,36 - 45,M,$120K +,Rs1Cr +,High Income,6314,2718,44,61.77272727,High
57,55+,F,Unknown,Unknown,Unknown,7176,5063,83,61,High
58,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2295,2140,40,53.5,High
43,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1438.3,2389,49,48.75510204,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,1843,5199,73,71.21917808,High
49,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,2181,4997,89,56.14606742,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4754,2607,41,63.58536585,High
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11247,4894,85,57.57647059,High
55,46 - 55,M,$120K +,Rs1Cr +,High Income,16258,3761,58,64.84482759,High
49,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,3863,69,55.98550725,High
43,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4255,3607,75,48.09333333,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,5045,82,61.52439024,High
57,55+,F,Less than $40K,<Rs33L,Low Income,3029,4750,89,53.37078652,High
56,55+,F,Unknown,Unknown,Unknown,9091,4378,86,50.90697674,High
50,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3318,4905,80,61.3125,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1791,2771,36,76.97222222,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,1620,4387,91,48.20879121,High
58,55+,F,Less than $40K,<Rs33L,Low Income,1552,4731,71,66.63380282,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,3472,4520,84,53.80952381,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,10973,4892,94,52.04255319,High
50,46 - 55,M,$120K +,Rs1Cr +,High Income,25645,4302,63,68.28571429,High
59,55+,F,Less than $40K,<Rs33L,Low Income,4257,2828,50,56.56,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,3422,4486,74,60.62162162,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,4977,4182,85,49.2,High
33,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4528,86,52.65116279,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4386,64,68.53125,High
40,36 - 45,F,Unknown,Unknown,Unknown,3369,4501,96,46.88541667,High
47,46 - 55,F,Unknown,Unknown,Unknown,7114,4758,81,58.74074074,High
38,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10972,4401,73,60.28767123,High
